,employer,union,city,county,start_date,end_date,employer_type,union_type,contract_pdf_link
4956,Mantua Tp-Gloucester,PBA Loc 122 MOA,Mantua Tp,Gloucester,01/01/2012,12/31/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2abf3f9dba7e157e85257a450060b9e5/$FILE/Mantua%20Tp%20and%20PBA%20Loc%20122%20MOA%202012.pdf
4957,Manville Boro-Somerset,CWA,Manville Boro,Somerset,01/01/2004,12/31/2006,Municipal,White Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5f50595970a858c385256fee006b3a80/$FILE/Manville%20Boro%20and%20CWA%202004.pdf
4958,Manville Boro-Somerset,IBT Loc 469,Manville Boro,Somerset,01/01/2012,12/31/2015,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e0dc406a561d080b85257b720054c7c7/$FILE/Manville%20Boro%20and%20IBT%20Loc%20469%202012.pdf
4959,Manville Boro-Somerset,IBT Loc 575,Manville Boro,Somerset,01/01/2003,12/31/2006,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fa11225a2848a08685256fee006c14a2/$FILE/Manville%20Boro%20and%20IBT%20Loc%20575%20Blue%20Collar%202003.pdf
4960,Manville Boro-Somerset,PBA Loc 236,Manville Boro,Somerset,01/01/2012,12/31/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c3c59fe99a162f3785257b520069298f/$FILE/Manville%20Boro%20and%20PBA%20Loc%20236%202012.pdf
4961,Maple Shade Tp-Burlington,AFSCME Co 71 Loc 1160,Maple Shade Tp,Burlington,01/01/1977,12/31/1978,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/42ee6b7985c9123a852571d9004fafba/$FILE/Maple%20Shade%20Tp%20and%20AFSCME%20Co%2071%20Loc%201160%201977.pdf
4962,Maple Shade Tp-Burlington,AFSCME Co 71 Loc 1160,Maple Shade Tp,Burlington,01/01/1976,12/31/1976,Municipal,"Blue Collar, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/84fdeb6c5a9646fc852571d90050062d/$FILE/Maple%20Shade%20Tp%20and%20AFSCME%20Co%2071%20Loc%201160%201976.pdf
4963,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/2019,12/31/2023,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b69b9e6d73880637852585f9005c9949/$FILE/Maple%20Shade%20and%20IBT%20Loc%20676%20B%202019.pdf
4964,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/2012,12/31/2014,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/35b7c1bd0d5059e885257bfa0070aaae/$FILE/Maple%20Shade%20Tp%20and%20IBT%20Loc%20676%202012.pdf
4965,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/2009,12/31/2011,Municipal,"Blue Collar, Dispatchers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/02b659d3656614e5852578fc004bfd9b/$FILE/Maple%20Shade%20TP%20and%20IBT%20Loc%20676%202009.pdf
4966,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/1992,12/31/1994,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/494edca10d2c29438525789500573497/$FILE/ATTMZ6S6/Maple%20Shade%20BE%20IBT%20Loc%20676.pdf
4967,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/1986,12/31/1988,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c720ab8afa541c7c852572a400569373/$FILE/ATTHF58Q/Maple%20Shade%20Tp%20and%20IBT%20Loc%20676%201986.pdf
4968,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/1984,12/31/1985,Municipal,"Blue Collar, Other, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2ee1148f5bda5e47852571ee004f4a2f/$FILE/Maple%20Shade%20Tp%20and%20IBT%20Loc%20676%201984.pdf
4969,Maple Shade Tp-Burlington,IBT Loc 676,Maple Shade Tp,Burlington,01/01/1981,12/31/1983,Municipal,"Blue Collar, Other, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/93de4391a39aa1d3852571ee004ebc9e/$FILE/Maple%20Shade%20Tp%20and%20IBT%20Loc%20676%201981.pdf
4970,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,07/01/2010,06/30/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5033c3dfc624eb6e85257d6d004e8306/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%202010.pdf
4971,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/2020,12/31/2022,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1329511c2cd2e47a85258496004a2954/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%202020.pdf
4972,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/2019,12/31/2019,Municipal,Sergeants,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c2f9c66f2a2fc260852584960047191c/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%20Sgt%202019.pdf
4973,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/2005,12/31/2006,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c298d9912f96c74185257091004eb127/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%20Lieutenants%202005.pdf
4974,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/2004,12/31/2006,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fd511630869f9fda85257091004e3426/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%20Superior%20Officers%202004.pdf
4975,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/2004,12/31/2006,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/ffafb82d7550d92085257091004de29d/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%202004.pdf
4976,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/1993,12/31/1995,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/279aa0a0ec716b5585257361005fd4b6/$FILE/ATT3QWI6/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%201993.pdf
4977,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/1991,12/31/1992,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8cc0ca2b8d3ab36285257361005fedb8/$FILE/ATTP1XS6/Maple%20Shade%20Tp%20and%20%20PBA%20Loc%20267%201991.pdf
4978,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/1985,12/31/1986,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/07206211af8ab97f852572840064b65d/$FILE/ATT4O6HZ/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%201985.pdf
4979,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/1983,12/31/1984,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/72ec5219c2656361852571e10052e4ad/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%201983.pdf
4980,Maple Shade Tp-Burlington,PBA Loc 267,Maple Shade Tp,Burlington,01/01/1982,12/31/1982,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d1280e32477dfe00852571e1005316db/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%201982.pdf
4981,Maple Shade Tp-Burlington,PBA Loc 267 (SOA),Maple Shade Tp,Burlington,07/01/2010,06/30/2015,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9d80ec42ec42646b85257d6d004ea619/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%20SOA%202010.pdf
4982,Maple Shade Tp-Burlington,PBA Loc 267 (SOA),Maple Shade Tp,Burlington,01/01/2016,12/31/2019,Municipal,"Captains, Lieutenants",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c6c2b9043ca8665285258495005724b4/$FILE/Maple%20Shade%20Tp%20and%20PBA%20Loc%20267%20SOA%202016.pdf
4983,Maplewood Memorial Library-Essex,CWA,Maplewood Memorial Library,Essex,01/01/2003,12/31/2006,Municipal,White Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f17bdee78e3d78c78525716a00560e97/$FILE/Maplewood%20Memorial%20Library%20and%20CWA%202003.pdf
4984,Maplewood Memorial Library-Essex,CWA,Maplewood Memorial Library,Essex,01/01/1982,12/31/1982,Municipal,Professionals,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/90c7929a5559e71c852579cd006351c4/$FILE/ATTX1Z3C/Maplewood%20Memorial%20Library%20and%20CWA%201982.pdf
4985,Maplewood Memorial Library-Essex,CWA,Maplewood Memorial Library,Essex,01/01/1978,12/31/1979,Municipal,Professionals,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8579d658bcc8b760852579cd006387c8/$FILE/ATTKFQTJ/Maplewood%20Memorial%20Library%20and%20CWA%201979.pdf
4986,Maplewood Memorial Library-Essex,CWA,Maplewood Memorial Library,Essex,01/01/1975,12/31/1977,Municipal,Professionals,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/312c312d7309f007852579cd0063be00/$FILE/ATT31SKQ/Maplewood%20Memorial%20Library%20and%20CWA%201975.pdf
4987,Maplewood Memorial Library-Essex,CWA Loc 1031,Maplewood Memorial Library,Essex,01/01/2016,12/31/2019,Municipal,"Librarian, Paraprofessionals",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/4ae1e71e924dcd2185257ff400569e94/$FILE/Maplewood%20Memorial%20Library%20and%20CWA%20Loc%201031%202016.pdf
4988,Maplewood Tp-Essex,CWA,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,"Non-Supervisory, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/90518d28e71280c585257fe200707179/$FILE/Maplewood%20Tp%20and%20CWA%202016.pdf
4989,Maplewood Tp-Essex,CWA,Maplewood Tp,Essex,01/01/2005,12/31/2007,Municipal,White Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/7a4c9d04a7fe581c8525716a005642c0/$FILE/Maplewood%20Tp%20and%20CWA%202005.pdf
4990,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,"Captain/EMT's, Firefighters",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/78b152f93ca6225d85257fe3004c00b9/$FILE/Maplewood%20Tp%20and%20FMBA%20Loc%2025%202016.pdf
4991,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/2012,12/31/2015,Municipal,"EMT's, Fire Officers, Firefighters",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/c0831edb582be74e85257af00058a5b5/$FILE/Maplewood%20Tp%20and%20FMBA%20Loc%2025%202012.pdf
4992,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1981,12/31/1982,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/fce7f5036944cfe0852572f100599398/$FILE/ATTZX156/Maplewood%20Tp%20and%20FMBA%20Loc%2025%201981.pdf
4993,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1979,12/31/1980,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/569b05c796f3f0e285257998005ddf47/$FILE/ATTS0EXV/Maplewood%20Tp%20and%20FMBA%20Loc%2025%201979.pdf
4994,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1978,12/31/1978,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/9c7bb08541b252a285257998005dc345/$FILE/ATTNGVKY/Maplewood%20Tp%20and%20FMBA%20Loc%2025%201978.pdf
4995,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1976,12/31/1977,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2a611f8e9b7d66f285257998005da914/$FILE/ATTPSBMT/Maplewood%20Tp%20and%20FMBA%20Loc%2025%201976.pdf
4996,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1973,12/31/1974,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/feb9e9b4532f8a0885257998005d8e92/$FILE/ATTLWTGE/Maplewood%20Tp%20and%20FMBA%20Loc%2025%201973.pdf
4997,Maplewood Tp-Essex,FMBA Loc 25,Maplewood Tp,Essex,01/01/1972,12/31/1973,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/6ec6b932d720fb6585257998005cd8fe/$FILE/ATT052YZ/Maplewood%20Tp%20FMBA%20Loc%2025%201972.pdf
4998,Maplewood Tp-Essex,FMBA Loc 425,Maplewood Tp,Essex,01/01/2003,12/31/2006,Municipal,Dispatchers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/23320af52c54a90b8525716a0054adec/$FILE/Maplewood%20Tp%20and%20FMBA%20Loc%20425%20Dispatchers%202003.pdf
4999,Maplewood Tp-Essex,IBT Loc 125,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,Dispatchers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d45351e5025eb06e852580b5005b0bb6/$FILE/Maplewood%20Tp%20and%20IBT%20Loc%20125%202016.pdf
5000,Maplewood Tp-Essex,LDCIU Loc 2,Maplewood Tp,Essex,01/01/1981,12/31/1982,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/90ccffe0c19be1d2852572a0005c0205/$FILE/ATTN2BTV/Maplewood%20Tp%20and%20LDCIU%20Loc%202%201981.pdf
5001,Maplewood Tp-Essex,Maplewood Hourly Workers Benevolent Assn,Maplewood Tp,Essex,01/01/1979,12/31/1980,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1301e40b54ae47658525729000708229/$FILE/Maplewood%20Tp%20and%20Maplewood%20Hourly%20Workers%20Benevolent%20Assn%201979.pdf
5002,Maplewood Tp-Essex,Maplewood Hourly Workers Benevolent Assn,Maplewood Tp,Essex,01/01/1978,12/31/1978,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/832d65f1710a0eed852572980054a049/$FILE/Maplewood%20Tp%20and%20Maplewood%20Hourly%20Workers%20Benevolent%20Assn%201978.pdf
5003,Maplewood Tp-Essex,Maplewood Hourly Workers Benevolent Assn,Maplewood Tp,Essex,01/01/1976,12/31/1977,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/04acd5be62e4f766852572980055205c/$FILE/Maplewood%20Tp%20and%20Maplewood%20Hourly%20Workers%20Benevolent%20Assn%201976.pdf
5004,Maplewood Tp-Essex,Maplewood Tp Police SOA,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f741a9c2e71703388525805d005ade64/$FILE/Maplewood%20Tp%20and%20Maplewood%20Tp%20Police%20SOA%202016.pdf
5005,Maplewood Tp-Essex,Maplewood Tp Police SOA Loc 44A,Maplewood Tp,Essex,01/01/2012,12/31/2015,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/84cbb7d45f60ec1f85258088005794e9/$FILE/Maplewood%20Tp%20and%20Maplewood%20Tp%20Police%20SOA%20Loc%2044A%202012.pdf
5006,Maplewood Tp-Essex,PBA Loc 25,Maplewood Tp,Essex,01/01/2003,12/31/2006,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d98c8019d9e7e7488525716a00545ef2/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2025%202003.pdf
5007,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,Patrolmen,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/51bb73d7de2c96d485258049006c09a3/$FILE/Maplewood%20Tp%20andPBA%20Loc%2044%202016.pdf
5008,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/2012,12/31/2015,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/1ec95878cfb57dcd85257a2b0055fc78/$FILE/Maplewood%20Tp%20and%20PBA%20loc%2044%202012.pdf
5009,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/2007,12/31/2011,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/392cfdf896612074852577a500713a49/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%202007.pdf
5010,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/2003,12/31/2006,Municipal,"Police Officers, Police Superior Officers",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/99b95696535452f08525716a0054ffc1/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%202003.pdf
5011,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/1976,12/31/1977,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e46ca7960859cd048525721700699f78/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%201976.pdf
5012,Maplewood Tp-Essex,PBA Loc 44,Maplewood Tp,Essex,01/01/1975,12/31/1975,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/e2587166d97bd812852572170069c4d0/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%201975.pdf
5013,Maplewood Tp-Essex,PBA Loc 44 MOA,Maplewood Tp,Essex,01/01/2020,12/31/2023,Municipal,Police Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/2af334d94436ee1a852586bc004fcc4a/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%20MOA%202020.pdf
5014,Maplewood Tp-Essex,PBA Loc 44 (SOA),Maplewood Tp,Essex,01/01/2007,12/31/2011,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/528b9e6a2aca437685257bd4004d4700/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044%202007.pdf
5015,Maplewood Tp-Essex,PBA Loc 44A,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8319e915b5da9d09852586bc004fac82/$FILE/Maplewood%20and%20PBA%20Loc%2044A%202016.pdf
5016,Maplewood Tp-Essex,PBA Loc 44A MOA,Maplewood Tp,Essex,01/01/2020,12/31/2023,Municipal,Police Superior Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/5d5c448adb5f5c22852586bc004fe833/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044A%20MOA%202020.pdf
5017,Maplewood Tp-Essex,PBA Loc 44A SOA,Maplewood Tp,Essex,01/01/2012,12/31/2015,Municipal,"Police Superior Officers, Sergeants",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f5524014d2d4b9d185257a2b0055c83d/$FILE/Maplewood%20Tp%20and%20PBA%20Loc%2044A%20SOA%202012.pdf
5018,Maplewood Tp-Essex,United Const Trades & Industrial Ees Int'l Union,Maplewood Tp,Essex,01/01/2012,12/31/2015,Municipal,"Fire Officers, Police Officers, Secretarial, Supervisors, White Collar",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a5bf426cf4570d6c85257a2b005577cf/$FILE/Maplewood%20Tp%20and%20United%20Const%20Trades%20and%20Industiral%20Ees%20Int%20Union%202012%20.pdf
5019,Maplewood Tp-Essex,United Const Trades & Industrial Ees Int'l Union,Maplewood Tp,Essex,01/01/2007,12/31/2011,Municipal,Blue Collar,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/dcde80b8e62cd080852577e300669245/$FILE/Maplewood%20TP%20and%20United%20Cons%20Treade%202007.pdf
5020,Maplewood Tp-Essex,United Const Trades & Industrial Ees Int'l Union,Maplewood Tp,Essex,01/01/2007,12/31/2010,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/069f84b40763574985257754005a55bc/$FILE/Maplewood%20Tp%20and%20UCTIE%20MOA%202007.pdf
5021,Maplewood Tp-Essex,United Const Trades & Industrial Ees Int'l Union,Maplewood Tp,Essex,01/01/2003,12/31/2006,Municipal,Other,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/dbd7991aa5f930ae8525716a0055cae1/$FILE/Maplewood%20Tp%20and%20United%20Const%20Trades%20and%20Industrial%20Ees%20Intl%20Union%20Hourly%20Ees%202003.pdf
5022,Maplewood Tp-Essex,United Const Trades & Industrial Ees Int'l Union Loc 621A,Maplewood Tp,Essex,01/01/2016,12/31/2019,Municipal,"Dept of Public Works - All Divisions, Maintenance",https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/dd4769a3d91ba6048525806c0053342a/$FILE/Maplewood%20Tp%20and%20United%20Const%20Trades%20and%20Industrial%20Ees%20Union%20Loc%20621A%202016.pdf
5023,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,02/01/1973,03/31/1974,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/db67cca4215f0893852572350056b58d/$FILE/Margate%20and%20FMBA%20Loc%2041%201973.pdf
5024,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,02/01/1972,03/31/1973,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/f3e2c6916a7eb212852572350056375e/$FILE/Margate%20and%20FMBA%20Loc%2041%201972.pdf
5025,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/2018,12/31/2021,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/8e5afe326c8cb17d8525826b005c2f1c/$FILE/Margate%20City%20and%20FMBA%20Loc%2041%202018.pdf
5026,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/2013,12/31/2015,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/abcb1a114130b2f285257b44004cfc49/$FILE/Margate%20and%20FMBA%20Loc%2041%202013.pdf
5027,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/2008,12/31/2010,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/0cb3cdcc1083f20e852574570070199d/$FILE/Margate%20City%20and%20FMBA%20Loc%2041%202008.pdf
5028,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/2005,12/31/2007,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/b9c078a519533fd28525715a007217c1/$FILE/Margate%20and%20FMBA%20Loc%2041%202005.pdf
5029,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/1995,12/31/1996,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/0112c5098271451185257598006b58ff/$FILE/ATTIFLIS/Margate%20and%20FMBA%20Loc%2041%201995.pdf
5030,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/1990,12/31/1992,Municipal,Firefighters,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/0c23b4f071adc2be85257598006b2986/$FILE/ATTBSP7C/Margate%20and%20%20FMBA%20Loc%2041%201990.pdf
5031,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/1980,12/31/1981,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/a35cd177e1afdf198525723500576513/$FILE/Margate%20and%20FMBA%20Loc%2041%201980.pdf
5032,Margate-Atlantic,FMBA Loc 41,Margate,Atlantic,01/01/1978,12/31/1979,Municipal,Fire Officers,https://www.perc.state.nj.us/publicsectorcontracts.nsf/3efe43d612f7eb5285256f9400714ad6/d073d65619b461b68525723500573e62/$FILE/Margate%20and%20FMBA%20Loc%2041%201978.pdf
