,Current Docket,Docket Numbers,Public Employer,Union,County,Arbitrator,Date Received,Award Type,Current Status,Appellate Court,Supreme Court,Consolidated with Docket Number(s),History,Filenames
207,IA-2007-087,IA-2007-087,Fort Lee Boro,PBA Loc 245,Bergen,"Glasson, R",12/22/2008,Conventional,Appealed,,, ,"IA-2007-087 Appeal Dismissed per Commission Decision, PERC 2011-87 issued 06/30/2011; IA-2007-087 Award Received 12/22/2010; IA-2007-087 Appellate Division Appeal Filed; IA-2007-087 Award Affirmed per Commission Decision, PERC 2010-17 issued 09/24/2009; IA-2007-087 Award Received 07/07/2009; IA-2007-087 Award Remanded per Commission Decision, PERC 2009-64 issued 05/28/2009; IA-2007-087 Award Received on 12/22/2008",PERC 2011 87.pdf; IA-2007-87 Supplemental 2010.12.22.pdf; PERC 2010-17.pdf; IA-2007-87 Supplemental.pdf; PERC 2009-64.pdf; IA-2007-87.pdf
208,IA-2007-100,IA-2007-100 & IA-2007-099,Englewood City,PBA Loc 216 (SOA),Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,,IA-2007-099,IA-2007-099 Award Received on 12/22/2008; IA-2007-100 Award Received on 12/22/2008,IA-2007-99.pdf; IA-2007-100.pdf
209,IA-2007-099,IA-2007-099 & IA-2007-100,Englewood City,PBA Loc 216,Bergen,"Hundley, T",12/22/2008,Conventional,Award Issued,,,IA-2007-100,IA-2007-099 Award Received on 12/22/2008; IA-2007-100 Award Received on 12/22/2008,IA-2007-99.pdf; IA-2007-100.pdf
210,IA-2007-011,IA-2007-011,Irvington Tp,PBA Loc 29,Essex,"Glasson, R",12/01/2008,Conventional,Award Issued,,, ,IA-2007-011 Award Received on 12/01/2008,IA-2007-11.pdf
211,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,, ,IA-2006-047 & IA-2006-048 & IA-2006-049 Award Received on 11/05/2008,IA-2006-49.pdf
212,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,, ,IA-2006-047 & IA-2006-048 & IA-2006-049 Award Received on 11/05/2008,IA-2006-48.pdf
213,IA-2006-047,IA-2006-047 & IA-2006-048 & IA-2006-049,Sayreville Boro,PBA Loc 98,Middlesex,"Hartigan, T",11/05/2008,Conventional,Award Issued,,, ,IA-2006-047 & IA-2006-048 & IA-2006-049 Award Received on 11/05/2008,IA-2006-47.pdf
214,IA-2007-029,IA-2007-029,NJ Transit,PBA Loc 304,,"Weisblatt, J",10/24/2008,Conventional,Award Issued,,, ,IA-2007-029 Award Received on 10/24/2008,IA-2007-29.pdf
215,IA-2007-019,IA-2007-019,Morris Cty Sheriff's Office,PBA Loc 151,Morris,"Hundley, T",10/20/2008,Conventional,Award Issued,,, ,IA-2007-019 Award Received on 10/20/2008,IA-2007-19.pdf
216,IA-2006-028,IA-2006-028,Newark Housing Auth,Newark Ind Special Police Union Loc 202,Essex,"Mason, F",09/23/2008,Conventional,Award Issued,,, ,IA-2006-028 Award Received on 09/23/2008,IA-2006-28.pdf
217,IA-2007-050,IA-2007-050,N Arlington Boro,PBA Loc 95,Bergen,"Mastriani, J",09/19/2008,Conventional,Award Issued,,, ,IA-2007-050 Award Received on 09/19/2008,IA-2007-50.pdf
218,IA-2007-088,IA-2007-088,Pt Pleasant Beach Boro,PBA Loc 106,Ocean,"Glasson, R",06/02/2008,Conventional,Award Issued,,, ,IA-2007-088 Award Received on 06/02/2008,IA-2007-88.pdf
219,IA-2006-024,IA-2006-024,Elizabeth,FMBA Loc 9,Union,"Mastriani, J",05/05/2008,Conventional,Award Issued,,, ,IA-2006-024 Award Received on 05/05/2008,IA-2006-24.pdf
220,IA-2005-091,IA-2005-091,Edison Tp,IAFF Local 1197,Middlesex,"Mastriani, J",04/07/2008,Conventional,Award Issued,,, ,IA-2005-091 Award Received on 04/07/2008,IA-2005-91.pdf
221,IA-2007-042,IA-2007-042,Raritan Boro,PBA Loc 82,Somerset,"Tener, J",02/25/2008,Conventional,Award Issued,,, ,IA-2007-042 Award Received on 02/25/2008,IA-2007-42.pdf
222,IA-2007-044,IA-2007-044,Mountainside Boro,PBA Local 126,Union,"Weisblatt, J",01/08/2008,Conventional,Award Issued,,, ,IA-2007-044 Award Received on 01/08/2008,IA-2007-44.pdf
223,IA-2006-042,IA-2006-042,N Wildwood,FMBA Loc 56,Cape May,"Glasson, R",01/07/2008,Conventional,Award Issued,,, ,IA-2006-042 Award Received on 01/07/2008,IA-2006-42.pdf
224,IA-2007-055,IA-2007-055,Pompton Lakes Boro,PBA Loc 161,Passaic,"Mason, F",12/28/2007,Conventional,Appealed,,, ,"IA-2007-055 Award Affirmed per Commission Decision, PERC 2009-23 issued 11/25/2008; IA-2007-055 Award Received 07/25/2008; IA-2007-055 Award Remanded per Commission Decision, PERC 2008-58 issued 04/24/2008; IA-2007-055 Award Received on 12/28/2007",PERC 2009-23.pdf; IA-2007-55 2008.07.25.pdf; PERC 2008 58.pdf; IA-2007-55.pdf
225,IA-2007-005,IA-2007-005,Middlesex Cty (Corr),PBA Local 152A Superiors,Middlesex,"Weisblatt, J",12/28/2007,Conventional,Award Issued,,, ,IA-2007-005 Award Received on 12/28/2007,IA-2007-5.pdf
226,IA-2007-046,IA-2007-046,Lakewood Tp,PBA Loc 71 SOA,Ocean,"Hundley, T",12/20/2007,Conventional,Award Issued,,, ,IA-2007-046 Award Received on 12/20/2007,IA-2007-46.pdf
227,IA-2005-026,IA-2005-026,Union Tp,FMBA Loc 246 (Fire Offrs),Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,, ,IA-2005-026 Award Received on 11/26/2007,IA-2005-26.pdf
228,IA-2005-025,IA-2005-025,Union Tp,FMBA Loc 24,Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,, ,IA-2005-025 Award Received on 11/26/2007,IA-2005-25.pdf
229,IA-2005-020,IA-2005-020,Union Tp,PBA Loc 69,Union,"Mastriani, J",11/26/2007,Conventional,Award Issued,,, ,IA-2005-020 Award Received on 11/26/2007,IA-2005-20.pdf
230,IA-2006-052,IA-2006-052,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Mastriani, J",11/20/2007,Conventional,Award Issued,,, ,IA-2006-052 Award Received on 11/20/2007,IA-2006-52.pdf
231,IA-2007-024,IA-2007-024,Middlesex Cty Sheriff's Office,PBA Loc 165,Middlesex,"Mastriani, J",10/16/2007,Fair and Final - Mgmt,Award Issued,,, ,IA-2007-024 Award Received on 10/16/2007,IA-2007-024.pdf
232,IA-2006-061,IA-2006-061 & IA-2006-031,Camden Cty Prosecutor's Office,Camden Cty Superior Officers Assn,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,,IA-2006-031,IA-2006-031 Award Received on 10/15/2007; IA-2006-061 Award Received on 10/15/2007,IA-2006-31.pdf; IA-2006-61.pdf
233,IA-2006-031,IA-2006-031 & IA-2006-061,Camden Cty Prosecutor's Office,PBA Loc 316,Camden,"Weiss, E",10/15/2007,Conventional,Award Issued,,,IA-2006-061,IA-2006-031 Award Received on 10/15/2007; IA-2006-061 Award Received on 10/15/2007,IA-2006-31.pdf; IA-2006-61.pdf
234,IA-2006-005,IA-2006-005,Brookdale Comm College,FOP Lodge 79,Monmouth,"Mastriani, J",10/10/2007,Conventional,Award Issued,,, ,IA-2006-005 Award Received on 10/10/2007,IA-2006-5.pdf
235,IA-2003-094,IA-2003-094,Plainfield,FMBA Loc 7,Union,"Scheinman, M",07/02/2007,Conventional,Award Issued,,, ,IA-2003-094 Award Received on 07/02/2007,IA-2003-94.pdf
236,IA-2006-009,IA-2006-009,Moorestown Tp,FOP Lodge 109 SOA,Burlington,"Mastriani, J",04/18/2007,Conventional,Award Issued,,, ,IA-2006-009 Appeal Withdrawn 05/22/2007; IA-2006-009 Award Received on 04/18/2007,IA-2006-9.pdf
237,IA-2006-030,IA-2006-030,Denville Tp,PBA Loc 142,Morris,"Restaino, G",03/19/2007,Conventional,Award Issued,,, ,IA-2006-030 Award Received on 03/19/2007,IA-2006-30.pdf
238,IA-2005-085,IA-2005-085,Stanhope Boro,PBA Loc 138,Sussex,"Mastriani, J",03/02/2007,Conventional,Award Issued,,, ,IA-2005-085 Award Received on 03/02/2007,IA-2005-85.pdf
239,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,, ,IA-2005-044 Award Received on 01/22/2007; IA-2005-044 Award Received on 01/22/2007,ia-2005-44.pdf; ia-2005-44.pdf
240,IA-2005-044,IA-2005-044,Burlington Cty,PBA Loc 249,Burlington,"Mastriani, J",01/22/2007,Conventional,Award Issued,,, ,IA-2005-044 Award Received on 01/22/2007; IA-2005-044 Award Received on 01/22/2007,ia-2005-44.pdf; ia-2005-44.pdf
241,IA-2005-092,IA-2005-092,Piscataway Tp,PBA Loc 93,Middlesex,"Glasson, R",01/11/2007,Conventional,Award Issued,,, ,IA-2005-092 Award Received on 01/11/2007,IA-2005-92.pdf
242,IA-2005-082,IA-2005-082,Ringwood Boro,PBA Loc 247,Passaic,"Weisblatt, J",01/02/2007,Conventional,Appealed,,, ,"IA-2005-082 Award Affirmed per Commission Decision, PERC 2008-7 issued 08/09/2007; Appealed; IA-2005-082 Award Received on 01/02/2007",PERC 2008-7.pdf; IA-2005-82.pdf
243,IA-2005-003,IA-2005-003,Long Branch,FMBA Loc 68,Monmouth,"Mastriani, J",12/05/2006,Conventional,Award Issued,,, ,IA-2005-003 Award Received on 12/05/2006,IA-2005-3.pdf
244,IA-2003-087,IA-2003-087,Atlantic City,PBA Loc 24,Atlantic,"Mastriani, J",10/16/2006,Conventional,Award Issued,,, ,IA-2003-087 Award Received on 10/16/2006,IA-2003-87.pdf
245,IA-2003-086,IA-2003-086,Atlantic City,IAFF Loc 198,Atlantic,"Mastriani, J",10/16/2006,Conventional,Award Issued,,, ,IA-2003-086 Award Received on 10/16/2006,IA-2003-86.pdf
246,IA-2004-090,IA-2004-090,Westfield,FMBA Loc 30,Union,"Mastriani, J",10/10/2006,Conventional,Award Issued,,, ,IA-2004-090 Award Received on 10/10/2006,IA-2004-90.pdf
247,IA-2005-049,IA-2005-049,Mildland Park Boro,PBA Loc 79,Bergen,"Matriani, J",09/26/2006,Conventional,Award Issued,,, ,IA-2005-049 Award Received on 09/26/2006,IA-2005-49.pdf
248,IA-2005-083,IA-2005-083,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Mastriani, J",09/05/2006,Conventional,Appealed,,, ,"IA-2005-083 Award Affirmed per Commission Decision, PERC 2007-33 issued 11/21/2006; Appealed; IA-2005-083 Award Received on 09/05/2006",PERC 2007-33.pdf; IA-2005-83.pdf
249,IA-2004-070,IA-2004-070,Lower Tp,PBA Loc 59,Cape May,"Mastriani, J",08/29/2006,Conventional,Award Issued,,, ,IA-2004-070 Award Received on 08/29/2006,IA-2004-70.pdf
250,IA-2004-104,IA-2004-104,Montgomery Tp,PBA Loc 355 (Superiors),Somerset,"Mastriani, J",07/31/2006,Conventional,Award Issued,,, ,IA-2004-104 Award Received on 07/31/2006,IA-2004-104.pdf
251,IA-2004-111,IA-2004-111 & IA-2004-110,Paterson,Paterson PBA Loc 1 SOA,Passaic,"Mastriani, J",05/26/2006,Conventional,Award Issued,,,IA-2004-111,IA-2004-111 & IA-2004-110 Award Received on 05/26/2006,IA-2004-111.pdf
252,IA-2004-110,IA-2004-110 & IA-2004-111,Paterson,Paterson PBA Loc 1,Passaic,"Mastriani, J",05/26/2006,Conventional,Award Issued,,,IA-2004-111,IA-2004-110 & IA-2004-111 Award Received on 05/26/2006,IA-2004-110.pdf
253,IA-2005-005,IA-2005-005,Cinnaminson Tp,Cinnaminson Police Assn,Burlington,"Mastriani, J",04/06/2006,Conventional,Award Issued,,, ,IA-2005-005 Award Received on 04/06/2006,IA-2005-5.pdf
254,IA-2006-008,IA-2006-008,Montgomery Tp,PBA Loc 355,Somerset,"Mastriani, J",03/31/2006,Conventional,Award Issued,,, ,IA-2006-008 Award Received on 03/31/2006,IA-2006-8.pdf
255,IA-2004-099,IA-2004-099,Keyport Boro,PBA Loc 223,Monmouth,"Glasson, R",03/16/2006,Conventional,Award Issued,,, ,IA-2004-099 Award Received on 03/16/2006,IA-2004-99.pdf
256,IA-2005-078,IA-2005-078,Park Ridge Boro,PBA Loc 206,Bergen,"Weiss, E",03/13/2006,Fair and Final - Mgmt,Award Issued,,, ,IA-2005-078 Award Received on 03/13/2006,IA-2005-78.pdf
257,IA-2005-029,IA-2005-029,Seaside Park Boro,PBA Loc 182,Ocean,"Mastriani, J",12/20/2005,Conventional,Award Issued,,, ,IA-2005-029 Award Received on 12/20/2005,IA-2005-29.pdf
258,IA-2005-030,IA-2005-030,Woodbridge Tp,PBA Loc 38,Middlesex,"Mastriani, J",12/19/2005,Conventional,Award Issued,,, ,IA-2005-030 Award Received on 12/19/2005,IA-2005-30.pdf
259,IA-2004-081,IA-2004-081,Hanover Tp,PBA Loc 128,Morris,"Glasson, R",11/17/2005,Conventional,Award Issued,,, ,IA-2004-081 Award Received on 11/17/2005,IA-2004-81.pdf
260,IA-2003-080,IA-2003-080,Plainfield,PBA Loc 19,Union,"Mastriani, J",10/03/2005,Conventional,Award Issued,,, ,IA-2003-080 Award Received on 10/03/2005,IA-2003-80.pdf
261,IA-2001-013,IA-2001-013,Kearny,Kearny Fire SOA,Hudson,"Mastriani, J",09/23/2005,Conventional,Award Issued,,, ,IA-2001-013 Appeal Withdrawn 01/11/2006; IA-2001-013 Award Received on 09/23/2005,IA-2001-13.pdf
262,IA-2004-020,IA-2004-020,Spring Lake Hgts Boro,PBA Loc 50,Monmouth,"Glasson, R",09/02/2005,Conventional,Award Issued,,, ,IA-2004-020 Award Received on 09/02/2005,IA-2004-20.pdf
263,IA-2004-053,IA-2004-053,Leonia Boro,PBA Loc 381,Bergen,"Glasson, R",08/16/2005,Conventional,Award Issued,,, ,IA-2004-053 Appeal Withdrawn 09/13/2005; IA-2004-053 Award Received on 08/16/2005,IA-2004-53.pdf
264,IA-2005-006,IA-2005-006,Atlantic Cty Sheriff's Office,Atlantic Cty Shrfs SOA,Atlantic,"Mastriani, J",05/10/2005,Conventional,Award Issued,,, ,IA-2005-006 Award Received on 05/10/2005,IA-2005-6.pdf
265,IA-2004-057,IA-2004-057,Raritan Boro,PBA Loc 82,Somerset,"Edelman, H",04/21/2005,Conventional,Award Issued,,, ,IA-2004-057 Award Received on 04/21/2005,IA-2004-57.pdf
266,IA-2003-095,IA-2003-095,Maplewood Tp,PBA Loc 44,Essex,"Glasson, R",01/24/2005,Conventional,Award Issued,,, ,IA-2003-095 Award Received on 01/24/2005,IA-2003-95.pdf
267,IA-2004-001,IA-2004-001 & IA-2003-102,Hamilton Tp,PBA Loc 66 (Superiors),Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,, ,IA-2003-102 Award Received on 01/04/2005; IA-2004-001 Award Received on 01/04/2005,IA-2003-102.pdf; IA-2004-1.pdf
268,IA-2003-102,IA-2003-102 & IA-2004-001,Hamilton Tp,PBA Loc 66,Mercer,"Mastriani, J",01/04/2005,Conventional,Award Issued,,, ,IA-2003-102 Award Received on 01/04/2005; IA-2004-001 Award Received on 01/04/2005,IA-2003-102.pdf; IA-2004-1.pdf
269,IA-2003-089,IA-2003-089,Franklin Tp,PBA Loc 122,Gloucester,"Mastriani, J",12/23/2004,Conventional,Award Issued,,, ,IA-2003-089 Award Received on 12/23/2004,IA-2003-89.pdf
270,IA-2003-092,IA-2003-092,E Brunswick Tp,FOP Lodge 98 (SOA),Middlesex,"Mastriani, J",12/16/2004,Conventional,Award Issued,,, ,IA-2003-092 Award Received on 12/16/2004,IA-2003-92.pdf
271,IA-2003-036,IA-2003-036,E Brunswick Tp,PBA Loc 145,Middlesex,"Mastriani, J",12/16/2004,Conventional,Award Issued,,, ,IA-2003-036 Award Received on 12/16/2004,IA-2003-36.pdf
272,IA-2003-040,IA-2003-040,Wyckoff,PBA Loc 261,Bergen,"Mastriani, J",11/29/2004,Conventional,Award Issued,,, ,IA-2003-040 Award Received on 11/29/2004,IA-2003-40.pdf
273,IA-2004-105,IA-2004-105,Harrison,PBA Loc 22,Hudson,"Mastriani, J",11/04/2004,Conventional,Award Issued,,, ,IA-2004-105 Award Received on 11/04/2004,IA-2004-105.pdf
274,IA-2004-022,IA-2004-022,Jackson Tp,PBA Loc 168,Ocean,"Tener, J",09/24/2004,Conventional,Award Issued,,, ,IA-2004-022 Award Received on 09/24/2004,IA-2004-22.pdf
275,IA-2003-033,IA-2003-033,Camden Cty,PBA Loc 351,Camden,"Glasson, R",09/07/2004,Conventional,Award Issued,,, ,IA-2003-033 Award Received on 09/07/2004,IA-2003-33.pdf
276,IA-2002-044,IA-2002-044 & IA-2002-043,Newton,PBA Loc 138 SOA,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,, ,IA-2002-043 Award Received on 08/31/2004; IA-2002-044 Award Received on 08/31/2004,IA-2002-43.pdf; IA-2002-44.pdf
277,IA-2002-043,IA-2002-043 & IA-2002-044,Newton,PBA Loc 138,Sussex,"Mastriani, J",08/31/2004,Conventional,Award Issued,,, ,IA-2002-043 Award Received on 08/31/2004; IA-2002-044 Award Received on 08/31/2004,IA-2002-43.pdf; IA-2002-44.pdf
278,IA-2003-037,IA-2003-037,Essex Cty Sheriff's Office,PBA Loc 183,Essex,"Glasson, R",08/23/2004,Conventional,Appealed,,, ,"IA-2003-037 Award Affirmed per Commission Decision, PERC 2005-52 issued 02/03/2005; IA-2003-037 Award Received on 08/23/2004",perc 2005-52.pdf; IA-2003-37.pdf
279,IA-2002-080,IA-2002-080,Brookdale Comm College,FOP Lodge 79,Monmouth,"Mastriani, J",08/17/2004,Conventional,Award Issued,,, ,IA-2002-080 Award Received on 08/17/2004,IA-2002-80.pdf
280,IA-2001-048,IA-2001-048,Clifton,PBA Loc 36,Passaic,"Mastriani, J",07/19/2004,Conventional,Award Issued,,, ,IA-2001-048 Award Received on 07/19/2004,IA-2001-48.pdf
281,IA-2003-054,IA-2003-054,W Windsor Tp,PBA Loc 271,Mercer,"Weisblatt, J",06/17/2004,Conventional,Award Issued,,, ,IA-2003-054 Award Received on 06/17/2004,IA-2003-54.pdf
282,IA-2002-042,IA-2002-042,Montclair Tp,PBA Loc 53,Essex,"Mastriani, J",06/14/2004,Conventional,Award Issued,,, ,IA-2002-042 Award Received on 06/14/2004,IA-2002-42.pdf
283,IA-2003-030,IA-2003-030,Waldwick Boro,PBA Loc 217,Bergen,"Zausner, B",05/17/2004,Conventional,Award Issued,,, ,IA-2003-030 Award Received on 05/17/2004,IA2003-30.pdf
284,IA-2003-035,IA-2003-035,Rochelle Park Tp,PBA Loc 102,Bergen,"Glasson, R",05/03/2004,Conventional,Award Issued,,, ,IA-2003-035 Appeal Withdrawn 06/02/2004; IA-2003-035 Award Received on 05/03/2004,IA-2003-35.pdf
285,IA-2003-090,IA-2003-090,Haworth Boro,PBA Loc 206,Bergen,"Mason, F",04/22/2004,Conventional,Award Issued,,, ,IA-2003-090 Appeal Withdrawn 05/13/2004; IA-2003-090 Award Received on 04/22/2004,IA-2003-90.pdf
286,IA-2001-059,IA-2001-059,Surf City Boro,PBA Loc 175,Ocean,"Glasson, R",04/13/2004,Conventional,Appealed,,, ,"IA-2001-059 Motion to File Late Appeal Denied per Commission Decision PERC 2004-080,  issued 05/28/2004; IA-2001-059 Award Received on 04/13/2004",perc 2004-80.pdf; IA-2001-59.pdf
287,IA-2002-089,IA-2002-089,Cherry Hill Tp,PBA Loc 176,Camden,"Weiss, E",04/02/2004,Conventional,Award Issued,,, ,IA-2002-089 Award Received on 04/02/2004,IA-2002-89.pdf
288,IA-2003-070,IA-2003-070,Burlington Cty,FOP Lodge 166,Burlington,"Mastriani, J",03/24/2004,Conventional,Award Issued,,, ,IA-2003-070 Award Received on 03/24/2004,IA-2003-70.pdf
289,IA-2003-099,IA-2003-099,Ocean County Prosecutor's Office,Ocean Cty Pros Det/Invest Assn,Ocean,"Mason, F",03/19/2004,Conventional,Award Issued,,, ,IA-2003-099 Award Received on 03/19/2004,IA-2003-99.pdf
290,IA-2002-083,IA-2002-083,Neptune Tp,PBA Loc 74,Monmouth,"Light, R",03/18/2004,Conventional,Award Issued,,, ,IA-2002-083 Award Received on 03/18/2004,IA-2002-83.pdf
291,IA-2002-076,IA-2002-076,Little Silver Boro,PBA Loc 359,Monmouth,"Mastriani, J",03/17/2004,Conventional,Award Issued,,, ,IA-2002-076 Award Received on 03/17/2004,IA-2002-76.pdf
292,IA-2002-047,IA-2002-047,Atlantic Cty Sheriff's Office,PBA Loc 243,Atlantic,"Mastriani, J",03/02/2004,Conventional,Award Issued,,, ,IA-2002-047 Award Received on 03/02/2004,IA-2002-47.pdf
293,IA-2003-027,IA-2003-027 & IA-2003-026,Ocean Cty Sheriff's Office,PBA Loc 379 (Superiors),Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,,IA-2003-026,IA-2003-026 Award Received on 02/17/2004; IA-2003-027 Award Received on 02/17/2004,IA-2003-26.pdf; IA-2003-27.pdf
294,IA-2003-026,IA-2003-026 & IA-2003-027,Ocean Cty Sheriff's Office,PBA Loc 379,Ocean,"Glasson, R",02/17/2004,Conventional,Award Issued,,,IA-2003-027,IA-2003-026 Award Received on 02/17/2004; IA-2003-027 Award Received on 02/17/2004,IA-2003-26.pdf; IA-2003-27.pdf
295,IA-2002-027,IA-2002-027,Passaic,Passaic Firefighters Assn,Passaic,"Mastriani, J",02/10/2004,Conventional,Award Issued,,, ,IA-2002-027 Award Received on 02/10/2004,IA-2002-27.pdf
296,IA-2002-053,IA-2002-053,Kinnelon Boro,PBA Loc 341,Morris,"Edelman, H",02/04/2004,Conventional,Award Issued,,, ,IA-2002-053 Award Received on 02/04/2004,IA-2002-53.pdf
297,IA-2004-039,IA-2004-039,Harrison,FMBA Loc 22,Hudson,"Mastriani, J",01/20/2004,Conventional,Award Issued,,, ,IA-2004-039 Appeal Withdrawn 06/24/2004; IA-2004-039 Award Received on 01/20/2004,IA-2004-39.pdf
298,IA-2001-058,IA-2001-058 & IA-2001-057,Springfield Tp,FMBA Loc 57A,Union,"Mastriani, J",12/30/2003,Conventional,Award Issued,,,IA-2001-057,IA-2001-058 & IA-2001-057 Award Received on 12/30/2003,IA-2001-58.pdf
299,IA-2001-057,IA-2001-057 & IA-2001-058,Springfield Tp,FMBA Loc 57,Union,"Mastriani, J",12/30/2003,Conventional,Award Issued,,,IA-2001-058,IA-2001-057 & IA-2001-058 Award Received on 12/30/2003,IA-2001-57.pdf
300,IA-2001-054,IA-2001-054,Springfield Tp,PBA Loc 76; PBA Loc 76 (Superiors),Union,"Mastriani, J",12/24/2003,Conventional,Award Issued,,, ,IA-2001-054 Award Received on 12/24/2003,IA-2001-54.pdf
301,IA-2002-061,IA-2002-061,Monmouth Cty Sheriff's Office,PBA Loc 314,Monmouth,"Mastriani, J",12/18/2003,Conventional,Award Issued,,, ,IA-2002-061 Appeal Withdrawn 01/23/2004; IA-2002-061 Award Received on 12/18/2003,IA-2002-61.pdf
302,IA-2002-067,IA-2002-067,Verona Tp,PBA Loc 72,Essex,"Mastriani, J",12/16/2003,Conventional,Award Issued,,, ,IA-2002-067 Award Received on 12/16/2003,IA-2002-67.pdf
303,IA-2001-051,IA-2001-051,E Orange,FOP Lodge 111,Essex,"Mastriani, J",11/25/2003,Conventional,Award Issued,,, ,IA-2001-051 Award Received on 11/25/2003,IA-2001-51.pdf
304,IA-2002-095,IA-2002-095 & IA-2002-096,South Amboy,PBA Loc 63 (Superiors),Middlesex,"Mastriani, J",10/20/2003,Conventional,Award Issued,,,IA-2002-095,IA-2002-095 & IA-2002-096 Award Received on 10/20/2003,IA-2002-96.pdf
305,IA-2002-095,IA-2002-095 & IA-2002-096,South Amboy,PBA Loc 63,Middlesex,"Mastriani, J",10/20/2003,Conventional,Award Issued,,,IA-2002-096,IA-2002-095 & IA-2002-096 Award Received on 10/20/2003,IA-2002-95.pdf
306,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Zausner, B",10/17/2003,Conventional,"Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004",,, ,"IA-2001-046 Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004; IA-2001-046 Award Received on 10/17/2003; IA-2001-046 Award Vacated - Remanded and new Arbitrator Directed per Commission Decision, PERC 2003-87 issued 05/30/2003; IA-2001-046 Award Received on 02/26/2003; IA-2001-046 Award Vacated and Remanded per Commission Decision, PERC-2003-033 issued 10/31/2002; IA-2001-046 Award Received on 05/16/2002",perc 2004-58.pdf; IA-2001-46 2003.10.17.pdf; perc 2003-87.pdf; IA-2001-46 2003.02.26.pdf; perc 2003-33.pdf; ia-2001-46.pdf
307,IA-2002-085,IA-2002-085,Union Cty,PBA Loc 73,Union,"Weisblatt, J",10/14/2003,Conventional,Award Issued,,, ,IA-2002-085 Award Received on 10/14/2003,IA-2002-85.pdf
308,IA-99-132,IA-99-132,E Orange,PBA Loc 16 (Superiors),Essex,"Mastriani, J",09/22/2003,Conventional,Award Issued,,, ,IA-99-132 Appeal Withdrawn 10/27/2003; IA-99-132 Award Received on 09/22/2003,ia-99-132.pdf
309,IA-2002-038,IA-2002-038,Hasbrouck Hgts Boro,PBA Loc 102,Bergen,"Mastriani, J",07/30/2003,Conventional,Award Issued,,, ,IA-2002-038 Award Received on 07/30/2003,IA-2002-38.pdf
310,IA-2002-050,IA-2002-050,Manville Boro,PBA Loc 236,Somerset,"Glasson, R",06/03/2003,Conventional,Award Issued,,, ,IA-2002-050 Appeal Withdrawn 06/26/2003; IA-2002-050 Award Received on 06/03/2003,IA-2002-50.pdf
311,IA-2002-070,IA-2002-070,Middlesex Boro,PBA Loc 181,Middlesex,"Tener, J",05/30/2003,Conventional,Award Issued,,, ,IA-2002-070 Award Received on 05/30/2003,IA-2002-70.pdf
312,IA-2001-073,IA-2001-073,W Caldwell Tp,PBA Loc 81,Essex,"Mastriani, J",04/04/2003,Conventional,Award Issued,,, ,IA-2001-073 Award Received on 04/04/2003,IA-2001-73.pdf
313,IA-2002-046,IA-2002-046,Somerset Cty Sheriff's Office,FOP Lodge 39,Somerset,"Glasson, R",03/19/2003,Conventional,Award Issued,,, ,IA-2002-046 Award Received on 03/19/2003,IA-2002-46.pdf
314,IA-2002-049,IA-2002-049,Union City,Union City Police SOA,Hudson,"Weisblatt, J",03/05/2003,Conventional,Award Issued,,, ,IA-2002-049 Award Received on 03/05/2003,ia-2002-49.pdf
315,IA-2002-057,IA-2002-057,Princeton Boro,PBA Loc 130 SOA,Mercer,"Mastriani, J",03/03/2003,Conventional,Award Issued,,, ,IA-2002-057 Award Received on 03/03/2003,ia-2002-57.pdf
316,IA-2001-046,IA-2001-046,Union Cty,PBA Loc 199,Union,"Light, R",02/26/2003,Conventional,Appealed,,, ,"IA-2001-046 Award Affirmed with Modification per Commission Decision, PERC 2004-58 issued 03/26/2004; IA-2001-046 Award Received on 10/17/2003; IA-2001-046 Award Vacated - Remanded and new Arbitrator Directed per Commission Decision, PERC 2003-87 issued 05/30/2003; IA-2001-046 Award Received on 02/26/2003; IA-2001-046 Award Vacated and Remanded per Commission Decision, PERC-2003-033 issued 10/31/2002; IA-2001-046 Award Received on 05/16/2002",perc 2004-58.pdf; IA-2001-46 2003.10.17.pdf; perc 2003-87.pdf; IA-2001-46 2003.02.26.pdf; perc 2003-33.pdf; ia-2001-46.pdf
